"","geo","date","hits","keyword","time","gprop","category","Country.Region"
"970","NO",2020-07-05,44,"coronavirus","today 3-m","web",0,"Norway"
"971","NO",2020-07-06,37,"coronavirus","today 3-m","web",0,"Norway"
"972","NO",2020-07-07,42,"coronavirus","today 3-m","web",0,"Norway"
"973","NO",2020-07-08,38,"coronavirus","today 3-m","web",0,"Norway"
"974","NO",2020-07-09,31,"coronavirus","today 3-m","web",0,"Norway"
"975","NO",2020-07-10,44,"coronavirus","today 3-m","web",0,"Norway"
"976","NO",2020-07-11,33,"coronavirus","today 3-m","web",0,"Norway"
"977","NO",2020-07-12,40,"coronavirus","today 3-m","web",0,"Norway"
"978","NO",2020-07-13,22,"coronavirus","today 3-m","web",0,"Norway"
"979","NO",2020-07-14,34,"coronavirus","today 3-m","web",0,"Norway"
"980","NO",2020-07-15,34,"coronavirus","today 3-m","web",0,"Norway"
"981","NO",2020-07-16,35,"coronavirus","today 3-m","web",0,"Norway"
"982","NO",2020-07-17,32,"coronavirus","today 3-m","web",0,"Norway"
"983","NO",2020-07-18,40,"coronavirus","today 3-m","web",0,"Norway"
"984","NO",2020-07-19,35,"coronavirus","today 3-m","web",0,"Norway"
"985","NO",2020-07-20,42,"coronavirus","today 3-m","web",0,"Norway"
"986","NO",2020-07-21,33,"coronavirus","today 3-m","web",0,"Norway"
"987","NO",2020-07-22,34,"coronavirus","today 3-m","web",0,"Norway"
"988","NO",2020-07-23,35,"coronavirus","today 3-m","web",0,"Norway"
"989","NO",2020-07-24,27,"coronavirus","today 3-m","web",0,"Norway"
"990","NO",2020-07-25,28,"coronavirus","today 3-m","web",0,"Norway"
"991","SE",2020-04-27,100,"coronavirus","today 3-m","web",0,"Sweden"
"992","SE",2020-04-28,94,"coronavirus","today 3-m","web",0,"Sweden"
"993","SE",2020-04-29,94,"coronavirus","today 3-m","web",0,"Sweden"
"994","SE",2020-04-30,90,"coronavirus","today 3-m","web",0,"Sweden"
"995","SE",2020-05-01,86,"coronavirus","today 3-m","web",0,"Sweden"
"996","SE",2020-05-02,87,"coronavirus","today 3-m","web",0,"Sweden"
"997","SE",2020-05-03,93,"coronavirus","today 3-m","web",0,"Sweden"
"998","SE",2020-05-04,90,"coronavirus","today 3-m","web",0,"Sweden"
"999","SE",2020-05-05,87,"coronavirus","today 3-m","web",0,"Sweden"
"1000","SE",2020-05-06,89,"coronavirus","today 3-m","web",0,"Sweden"
"1001","SE",2020-05-07,83,"coronavirus","today 3-m","web",0,"Sweden"
"1002","SE",2020-05-08,73,"coronavirus","today 3-m","web",0,"Sweden"
"1003","SE",2020-05-09,79,"coronavirus","today 3-m","web",0,"Sweden"
"1004","SE",2020-05-10,74,"coronavirus","today 3-m","web",0,"Sweden"
"1005","SE",2020-05-11,80,"coronavirus","today 3-m","web",0,"Sweden"
"1006","SE",2020-05-12,70,"coronavirus","today 3-m","web",0,"Sweden"
"1007","SE",2020-05-13,74,"coronavirus","today 3-m","web",0,"Sweden"
"1008","SE",2020-05-14,65,"coronavirus","today 3-m","web",0,"Sweden"
"1009","SE",2020-05-15,63,"coronavirus","today 3-m","web",0,"Sweden"
"1010","SE",2020-05-16,62,"coronavirus","today 3-m","web",0,"Sweden"
"1011","SE",2020-05-17,70,"coronavirus","today 3-m","web",0,"Sweden"
"1012","SE",2020-05-18,63,"coronavirus","today 3-m","web",0,"Sweden"
"1013","SE",2020-05-19,59,"coronavirus","today 3-m","web",0,"Sweden"
"1014","SE",2020-05-20,61,"coronavirus","today 3-m","web",0,"Sweden"
"1015","SE",2020-05-21,62,"coronavirus","today 3-m","web",0,"Sweden"
"1016","SE",2020-05-22,54,"coronavirus","today 3-m","web",0,"Sweden"
"1017","SE",2020-05-23,57,"coronavirus","today 3-m","web",0,"Sweden"
"1018","SE",2020-05-24,50,"coronavirus","today 3-m","web",0,"Sweden"
"1019","SE",2020-05-25,58,"coronavirus","today 3-m","web",0,"Sweden"
"1020","SE",2020-05-26,61,"coronavirus","today 3-m","web",0,"Sweden"
"1021","SE",2020-05-27,56,"coronavirus","today 3-m","web",0,"Sweden"
"1022","SE",2020-05-28,54,"coronavirus","today 3-m","web",0,"Sweden"
"1023","SE",2020-05-29,52,"coronavirus","today 3-m","web",0,"Sweden"
"1024","SE",2020-05-30,47,"coronavirus","today 3-m","web",0,"Sweden"
"1025","SE",2020-05-31,58,"coronavirus","today 3-m","web",0,"Sweden"
"1026","SE",2020-06-01,53,"coronavirus","today 3-m","web",0,"Sweden"
"1027","SE",2020-06-02,46,"coronavirus","today 3-m","web",0,"Sweden"
"1028","SE",2020-06-03,49,"coronavirus","today 3-m","web",0,"Sweden"
"1029","SE",2020-06-04,55,"coronavirus","today 3-m","web",0,"Sweden"
"1030","SE",2020-06-05,52,"coronavirus","today 3-m","web",0,"Sweden"
"1031","SE",2020-06-06,43,"coronavirus","today 3-m","web",0,"Sweden"
"1032","SE",2020-06-07,49,"coronavirus","today 3-m","web",0,"Sweden"
"1033","SE",2020-06-08,52,"coronavirus","today 3-m","web",0,"Sweden"
"1034","SE",2020-06-09,45,"coronavirus","today 3-m","web",0,"Sweden"
"1035","SE",2020-06-10,45,"coronavirus","today 3-m","web",0,"Sweden"
"1036","SE",2020-06-11,47,"coronavirus","today 3-m","web",0,"Sweden"
"1037","SE",2020-06-12,41,"coronavirus","today 3-m","web",0,"Sweden"
"1038","SE",2020-06-13,44,"coronavirus","today 3-m","web",0,"Sweden"
"1039","SE",2020-06-14,44,"coronavirus","today 3-m","web",0,"Sweden"
"1040","SE",2020-06-15,52,"coronavirus","today 3-m","web",0,"Sweden"
"1041","SE",2020-06-16,42,"coronavirus","today 3-m","web",0,"Sweden"
"1042","SE",2020-06-17,42,"coronavirus","today 3-m","web",0,"Sweden"
"1043","SE",2020-06-18,49,"coronavirus","today 3-m","web",0,"Sweden"
"1044","SE",2020-06-19,43,"coronavirus","today 3-m","web",0,"Sweden"
"1045","SE",2020-06-20,43,"coronavirus","today 3-m","web",0,"Sweden"
"1046","SE",2020-06-21,43,"coronavirus","today 3-m","web",0,"Sweden"
"1047","SE",2020-06-22,43,"coronavirus","today 3-m","web",0,"Sweden"
"1048","SE",2020-06-23,44,"coronavirus","today 3-m","web",0,"Sweden"
"1049","SE",2020-06-24,46,"coronavirus","today 3-m","web",0,"Sweden"
"1050","SE",2020-06-25,41,"coronavirus","today 3-m","web",0,"Sweden"
"1051","SE",2020-06-26,42,"coronavirus","today 3-m","web",0,"Sweden"
"1052","SE",2020-06-27,43,"coronavirus","today 3-m","web",0,"Sweden"
"1053","SE",2020-06-28,40,"coronavirus","today 3-m","web",0,"Sweden"
"1054","SE",2020-06-29,37,"coronavirus","today 3-m","web",0,"Sweden"
"1055","SE",2020-06-30,35,"coronavirus","today 3-m","web",0,"Sweden"
"1056","SE",2020-07-01,36,"coronavirus","today 3-m","web",0,"Sweden"
"1057","SE",2020-07-02,33,"coronavirus","today 3-m","web",0,"Sweden"
"1058","SE",2020-07-03,37,"coronavirus","today 3-m","web",0,"Sweden"
"1059","SE",2020-07-04,36,"coronavirus","today 3-m","web",0,"Sweden"
"1060","SE",2020-07-05,37,"coronavirus","today 3-m","web",0,"Sweden"
"1061","SE",2020-07-06,38,"coronavirus","today 3-m","web",0,"Sweden"
"1062","SE",2020-07-07,38,"coronavirus","today 3-m","web",0,"Sweden"
"1063","SE",2020-07-08,36,"coronavirus","today 3-m","web",0,"Sweden"
"1064","SE",2020-07-09,36,"coronavirus","today 3-m","web",0,"Sweden"
"1065","SE",2020-07-10,36,"coronavirus","today 3-m","web",0,"Sweden"
"1066","SE",2020-07-11,36,"coronavirus","today 3-m","web",0,"Sweden"
"1067","SE",2020-07-12,37,"coronavirus","today 3-m","web",0,"Sweden"
"1068","SE",2020-07-13,40,"coronavirus","today 3-m","web",0,"Sweden"
"1069","SE",2020-07-14,36,"coronavirus","today 3-m","web",0,"Sweden"
"1070","SE",2020-07-15,30,"coronavirus","today 3-m","web",0,"Sweden"
"1071","SE",2020-07-16,27,"coronavirus","today 3-m","web",0,"Sweden"
"1072","SE",2020-07-17,38,"coronavirus","today 3-m","web",0,"Sweden"
"1073","SE",2020-07-18,32,"coronavirus","today 3-m","web",0,"Sweden"
"1074","SE",2020-07-19,31,"coronavirus","today 3-m","web",0,"Sweden"
"1075","SE",2020-07-20,30,"coronavirus","today 3-m","web",0,"Sweden"
"1076","SE",2020-07-21,27,"coronavirus","today 3-m","web",0,"Sweden"
"1077","SE",2020-07-22,30,"coronavirus","today 3-m","web",0,"Sweden"
"1078","SE",2020-07-23,23,"coronavirus","today 3-m","web",0,"Sweden"
"1079","SE",2020-07-24,26,"coronavirus","today 3-m","web",0,"Sweden"
"1080","SE",2020-07-25,27,"coronavirus","today 3-m","web",0,"Sweden"
